prc,loss0.5151,0.7076
0.5128,0.695
0.4968,0.6954
0.5137,0.701
0.51,0.6939
0.514,0.6968
0.515,0.7017
0.5135,0.6976
0.5067,0.6941
0.5107,0.6951
0.5111,0.6943
0.5108,0.6954
0.512,0.6934
0.502,0.6944
0.5079,0.6947
0.5115,0.6945
0.5141,0.6935
0.5161,0.6936
0.5116,0.6969
0.5108,0.6938
0.5172,0.6939
0.5214,0.694
0.5105,0.6993
0.511,0.6946
0.5135,0.6984
0.5169,0.6943
0.5171,0.6944
0.5177,0.6946
0.5192,0.6953
0.5109,0.6956
0.5223,0.6952
0.5119,0.6955
0.5126,0.6953
0.5204,0.6956
0.517,0.6993
0.5163,0.6956
0.5175,0.6967
0.5187,0.699
0.5134,0.696
0.5133,0.6966
0.5211,0.6963
0.5195,0.6968
0.5168,0.699
0.5173,0.6983
0.5069,0.6988
0.5179,0.6964
0.5138,0.6968
0.5144,0.6972
0.5197,0.6974
0.5173,0.6972
0.5146,0.6981
0.5155,0.6971
0.517,0.6974
0.5168,0.6974
0.5184,0.6982
0.5138,0.6987
0.5108,0.6984
0.4998,0.7034
0.5161,0.6976
0.5161,0.6991
0.5162,0.6981
0.516,0.6986
0.5157,0.6979
0.5172,0.698
0.5071,0.7001
0.512,0.6981
0.5135,0.6985
0.5069,0.6993
0.5159,0.6986
0.5143,0.6991
0.5093,0.6991
0.5172,0.6992
0.4969,0.7037
0.5161,0.6988
0.515,0.6992
0.5151,0.699
0.5128,0.6988
0.5166,0.7013
0.5154,0.6989
0.5172,0.701
0.5166,0.6993
0.5158,0.6993
0.5105,0.6997
0.5158,0.6994
0.5128,0.699
0.5092,0.7013
0.5078,0.6996
0.5008,0.7037
0.5146,0.6994
0.5141,0.6996
0.5153,0.7
0.5138,0.7005
0.5131,0.7
0.5155,0.7006
0.5109,0.7011
0.5134,0.7008
0.511,0.7006
0.5097,0.7005
0.5149,0.7004
0.507,0.7012
0.5102,0.701
0.5154,0.703
0.5129,0.7005
0.5123,0.7003
0.5081,0.7003
0.5111,0.7005
0.5105,0.7012
0.5178,0.7021
0.5091,0.7006
0.5134,0.7008
0.5101,0.7014
0.5137,0.7007
0.5044,0.7026
0.5073,0.7038
0.5106,0.7009
0.5083,0.7012
0.5126,0.7024
0.5103,0.7014
0.5088,0.7017
0.5153,0.703
0.5131,0.702
0.5146,0.7023
0.5104,0.7015
0.5119,0.7017
0.5092,0.7021
0.5126,0.7027
0.5119,0.7027
0.5118,0.7032
0.5115,0.7027
0.5049,0.7039
0.5077,0.7022
0.5064,0.7023
0.504,0.7034
0.5107,0.7034
0.5135,0.707
0.5074,0.7026
0.5069,0.7032
0.5121,0.7052
0.5103,0.7039
0.5093,0.7031
0.5113,0.7042
0.5049,0.7038
0.5102,0.7046
0.5076,0.7033
0.507,0.7037
0.5064,0.7046
0.5096,0.7041
0.5111,0.7039
0.5026,0.7052
0.5084,0.7042
0.5007,0.7061
0.5061,0.7048
0.5082,0.7052
0.5102,0.7055
0.5094,0.7054
0.5101,0.7059
0.5043,0.7053
0.5019,0.7068
0.5097,0.7067
0.5034,0.7072
0.5079,0.7073
0.5034,0.7064
0.5081,0.706
0.5001,0.7075
0.506,0.7059
0.5036,0.7067
0.4954,0.7094
0.5026,0.7066
0.5053,0.7071
0.5023,0.7065
0.5074,0.7086
0.5032,0.7069
0.4975,0.7104
0.5022,0.7084
0.5007,0.708
0.4981,0.7099
0.5008,0.7098
0.5027,0.7091
0.5017,0.7085
0.4956,0.7104
0.4987,0.7097
0.4953,0.7107
0.4963,0.7089
0.4991,0.7093
0.5019,0.7093
0.5043,0.7096
0.5052,0.7109
0.5031,0.7112
0.5014,0.7102
0.5004,0.7124
0.4988,0.7112
0.5037,0.7117
0.502,0.7095
0.4996,0.7119
0.4978,0.7119
0.5011,0.7113
0.502,0.7127
0.4977,0.7119
0.4945,0.7112
0.5014,0.7108
0.5019,0.7108
0.4976,0.7123
0.5001,0.7135
0.4993,0.7124
0.4995,0.7132
0.5023,0.7158
0.4964,0.7154
0.5023,0.7139
0.4969,0.7152
0.4934,0.717
0.4989,0.7146
0.4993,0.7156
0.4975,0.7154
0.4937,0.7165
0.4925,0.7164
0.4954,0.7152
0.4945,0.7157
0.4982,0.7165
0.4979,0.7171
0.4958,0.7158
0.4913,0.7169
0.4871,0.7177
0.4839,0.7255
0.4887,0.7205
0.4925,0.7173
0.4912,0.7186
0.493,0.7185
0.4883,0.7193
0.4944,0.7199
0.486,0.7199
0.4815,0.7224
0.4892,0.7205
0.494,0.7207
0.4919,0.7206
0.4927,0.7207
0.4898,0.7215
0.4875,0.7207
0.493,0.7214
0.4904,0.7232
0.4925,0.7222
0.4783,0.7256
0.4754,0.728
0.4871,0.7223
0.4869,0.7226
0.4819,0.7254
0.4891,0.7239
0.4872,0.7216
0.4805,0.7231
0.4786,0.7279
0.4841,0.7254
0.4848,0.7248
0.4889,0.7248
0.4856,0.7253
0.4846,0.7266
0.4886,0.7255
0.4821,0.726
0.4848,0.7269
0.4866,0.7268
0.4811,0.7297
0.4851,0.7276
0.4859,0.7282
0.4857,0.7271
0.482,0.7303
0.4831,0.73
0.4873,0.7289
0.4795,0.7304
0.4848,0.7284
0.4771,0.7308
0.4834,0.7307
0.4786,0.7289
0.4823,0.7302
0.4792,0.7307
0.4838,0.731
0.4795,0.7338
0.4811,0.7313
0.486,0.7306
0.4769,0.7326
0.4865,0.7315
0.4789,0.733
0.4692,0.7369
0.4735,0.737
0.4779,0.7344
0.4771,0.7351
0.4771,0.7361
0.4788,0.7346
0.4809,0.7325
0.4793,0.734
0.4732,0.7353
0.476,0.7348
0.4753,0.7392
0.4819,0.7349
0.4812,0.739
0.4748,0.7371
0.4753,0.7405
0.483,0.7393
0.4817,0.7396
0.4746,0.7393
0.4806,0.7379
0.4759,0.7403
0.4749,0.7403
0.4797,0.7401
0.4747,0.7432
0.4902,0.7414
0.4792,0.7398
0.4776,0.7414
0.4763,0.7439
0.484,0.7397
0.4785,0.7411
0.479,0.7414
0.4866,0.744
0.4771,0.7424
0.4739,0.744
0.4839,0.7435
0.4722,0.7472
0.48,0.7452
0.4754,0.7456
0.4793,0.7432
0.484,0.7436
0.4807,0.7441
0.4824,0.7465
0.4832,0.7446
0.4774,0.7476
0.4865,0.7459
0.4709,0.7463
0.4726,0.7472
0.4795,0.7466
0.4752,0.7489
0.4755,0.749
0.468,0.7498
0.4831,0.7456
0.4788,0.7479
0.4807,0.75
0.4811,0.7502
0.4746,0.7511
0.4774,0.751
0.4777,0.7486
0.4807,0.749
0.4769,0.7484
0.4783,0.7509
0.4803,0.7513
0.4752,0.7517
0.4743,0.7513
0.4742,0.7544
0.475,0.7526
0.4739,0.753
0.483,0.7529
0.4847,0.7507
0.4755,0.7546
0.4762,0.7522
0.4759,0.7531
0.4853,0.7516
0.4803,0.7534
0.4714,0.7534
0.4884,0.753
0.4787,0.7555
0.4804,0.7537
0.482,0.7548
0.4825,0.7553
0.4875,0.757
0.4857,0.7539
0.4716,0.7602
0.4906,0.7531
0.478,0.7542
0.4786,0.7556
0.4828,0.7597
0.4806,0.7583
0.4812,0.7581
0.4893,0.7563
0.4791,0.7611
0.4831,0.7578
0.4755,0.7581
0.481,0.7601
0.4862,0.7608
0.4853,0.7614
0.4877,0.7585
0.4828,0.7616
0.4839,0.7618
0.4902,0.7619
0.4917,0.7592
0.4983,0.7568
0.4967,0.7553
0.4858,0.7629
0.4934,0.7595
0.4843,0.7627
0.4907,0.7604
0.4824,0.7626
0.5083,0.7568
0.5015,0.7579
0.4954,0.7613
0.5009,0.7581
0.4935,0.7598
0.5062,0.7567
0.5097,0.7533
0.5095,0.754
0.5185,0.7539
0.5266,0.7486
0.525,0.7487
0.5224,0.7482
0.5247,0.7482
0.5096,0.7548
0.538,0.7437
0.5454,0.7379
0.5365,0.7433
0.5344,0.7434
0.5417,0.7413
0.544,0.7366
0.5487,0.7378
0.5551,0.7356
0.5535,0.7367
0.5571,0.7314
0.5412,0.7421
0.5594,0.73
0.5701,0.7241
0.5611,0.7296
0.5698,0.7258
0.5763,0.7207
0.5743,0.7217
0.5805,0.7171
0.5745,0.7235
0.5886,0.7121
0.5919,0.7082
0.6028,0.7015
0.6063,0.6986
0.6062,0.7002
0.6105,0.6963
0.6095,0.6974
0.6103,0.6956
0.622,0.6868
0.6179,0.69
0.619,0.6875
0.6232,0.6854
0.6236,0.6833
0.6279,0.68
0.6299,0.6786
0.6274,0.6806
0.6303,0.6779
0.6351,0.6754
0.6271,0.6796
0.6344,0.675
0.638,0.6703
0.6404,0.6703
0.6419,0.6681
0.6401,0.6699
0.643,0.6676
0.6394,0.6721
0.6397,0.6702
0.6425,0.6682
0.6406,0.6697
0.6474,0.6635
0.6475,0.6631
0.6422,0.6695
0.6486,0.663
0.6444,0.6653
0.6515,0.6602
0.6527,0.6591
0.6522,0.6599
0.6521,0.6587
0.6534,0.6588
0.6531,0.6588
0.6529,0.658
0.656,0.6566
0.6551,0.6568
0.6476,0.662
0.6585,0.6558
0.6537,0.6564
0.6548,0.6563
0.6607,0.6525
0.659,0.6525
0.6604,0.6514
0.6619,0.6501
0.6625,0.6502
0.6583,0.6564
0.6601,0.6523
0.6622,0.649
0.6568,0.6547
0.6593,0.6543
0.6613,0.6509
0.6617,0.6502
0.6624,0.6505
0.6657,0.6494
0.6634,0.6481
0.6648,0.6477
0.6628,0.6487
0.6657,0.6468
0.6649,0.6499
0.6657,0.6473
0.6695,0.6434
0.6652,0.647
0.6692,0.6433
0.6701,0.6433
0.6694,0.6437
0.6669,0.6458
0.671,0.6425
0.669,0.6431
0.6673,0.6457
0.6696,0.6444
0.6711,0.6414
0.6711,0.6425
0.6685,0.6448
0.6672,0.6442
0.67,0.6425
0.6695,0.643
0.6671,0.6447
0.6698,0.6412
0.6693,0.6427
0.6737,0.6395
0.6725,0.6411
0.6748,0.6391
0.6747,0.6399
0.6713,0.6412
0.6727,0.6392
0.6729,0.6393
0.6782,0.6367
0.676,0.6357
0.6774,0.6372
0.6755,0.6383
0.6721,0.6429
0.6772,0.6373
0.6731,0.6403
0.6797,0.6349
0.6767,0.6372
0.6775,0.6353
0.6781,0.6354
0.6766,0.6359
0.6692,0.6451
